Date,T2M,RH2M,PRECTOT,Year,Month
1997-01-01,12.08,53.41,,1997,1
1997-01-02,11.61,59.81,,1997,1
1997-01-03,11.43,64.8,,1997,1
1997-01-04,11.83,65.02,,1997,1
1997-01-05,11.29,66.01,,1997,1
1997-01-06,10.97,68.49,,1997,1
1997-01-07,9.6,73.83,,1997,1
1997-01-08,10.45,62.89,,1997,1
1997-01-09,10.71,64.78,,1997,1
1997-01-10,10.49,65.57,,1997,1
1997-01-11,11.32,56.73,,1997,1
1997-01-12,10.13,52.24,,1997,1
1997-01-13,8.6,53.24,,1997,1
1997-01-14,8.47,48.11,,1997,1
1997-01-15,9.25,52.13,,1997,1
1997-01-16,9.45,61.78,,1997,1
1997-01-17,9.06,67.83,,1997,1
1997-01-18,9.2,63.49,,1997,1
1997-01-19,9.56,63.36,,1997,1
1997-01-20,10.44,57.2,,1997,1
1997-01-21,7.6,69.56,,1997,1
1997-01-22,7.01,79.68,,1997,1
1997-01-23,7.21,75.45,,1997,1
1997-01-24,6.57,64.66,,1997,1
1997-01-25,7.08,56.19,,1997,1
1997-01-26,6.87,64.12,,1997,1
1997-01-27,8.95,64.27,,1997,1
1997-01-28,10.42,54.19,,1997,1
1997-01-29,9.58,55.15,,1997,1
1997-01-30,9.5,55.5,,1997,1
1997-01-31,8.86,50.55,,1997,1
1997-02-01,10.29,47.99,,1997,2
1997-02-02,9.28,44.97,,1997,2
1997-02-03,10.02,46.86,,1997,2
1997-02-04,9.6,75.94,,1997,2
1997-02-05,9.32,76.36,,1997,2
1997-02-06,8.67,56.38,,1997,2
1997-02-07,8.52,50.17,,1997,2
1997-02-08,7.46,48.07,,1997,2
1997-02-09,8.83,36.3,,1997,2
1997-02-10,9.12,51.15,,1997,2
1997-02-11,10.54,74.53,,1997,2
1997-02-12,10.64,61.1,,1997,2
1997-02-13,10.19,48.79,,1997,2
1997-02-14,9.89,44.06,,1997,2
1997-02-15,10.3,56.04,,1997,2
1997-02-16,11.34,62.75,,1997,2
1997-02-17,12.27,56.18,,1997,2
1997-02-18,12.47,42.74,,1997,2
1997-02-19,12.46,43.9,,1997,2
1997-02-20,12.64,59.22,,1997,2
1997-02-21,11.78,49.94,,1997,2
1997-02-22,10.96,38.87,,1997,2
1997-02-23,10.91,37.4,,1997,2
1997-02-24,10.86,47.67,,1997,2
1997-02-25,12.38,50.45,,1997,2
1997-02-26,13.77,48.69,,1997,2
1997-02-27,12.55,76.95,,1997,2
1997-02-28,13.68,66.19,,1997,2
1997-03-01,14.13,47.74,,1997,3
1997-03-02,15.73,38.1,,1997,3
1997-03-03,15.47,38.22,,1997,3
1997-03-04,14.91,43.69,,1997,3
1997-03-05,15.7,32.79,,1997,3
1997-03-06,15.31,34.93,,1997,3
1997-03-07,16.98,33.54,,1997,3
1997-03-08,17.59,33.99,,1997,3
1997-03-09,17.55,34.75,,1997,3
1997-03-10,17.21,36.92,,1997,3
1997-03-11,16.96,42.32,,1997,3
1997-03-12,17.3,46.35,,1997,3
1997-03-13,17.42,49.12,,1997,3
1997-03-14,17.18,68.43,,1997,3
1997-03-15,16.81,64.68,,1997,3
1997-03-16,16.65,63.37,,1997,3
1997-03-17,16.83,63.77,,1997,3
1997-03-18,15.99,58.85,,1997,3
1997-03-19,17.06,57.13,,1997,3
1997-03-20,17.87,54.89,,1997,3
1997-03-21,16.95,56.91,,1997,3
1997-03-22,16.74,55.68,,1997,3
1997-03-23,16.1,66.83,,1997,3
1997-03-24,16.2,77.98,,1997,3
1997-03-25,15.09,78.53,,1997,3
1997-03-26,16.53,66.36,,1997,3
1997-03-27,18.07,57.88,,1997,3
1997-03-28,17.49,61.57,,1997,3
1997-03-29,18.05,61.81,,1997,3
1997-03-30,15.61,81.41,,1997,3
1997-03-31,15.46,75.15,,1997,3
1997-04-01,15.21,75.78,,1997,4
1997-04-02,15.83,80.8,,1997,4
1997-04-03,16.35,84.35,,1997,4
1997-04-04,16.6,79.03,,1997,4
1997-04-05,17.14,71.26,,1997,4
1997-04-06,15.83,58.77,,1997,4
1997-04-07,15.94,54.16,,1997,4
1997-04-08,14.97,69.09,,1997,4
1997-04-09,16.43,65.82,,1997,4
1997-04-10,16.69,69.73,,1997,4
1997-04-11,16.49,68.95,,1997,4
1997-04-12,16.3,72.55,,1997,4
1997-04-13,16.88,73.84,,1997,4
1997-04-14,18.66,67.44,,1997,4
1997-04-15,17.44,77.47,,1997,4
1997-04-16,17.71,78.58,,1997,4
1997-04-17,18.25,79.89,,1997,4
1997-04-18,18.35,74.71,,1997,4
1997-04-19,20.22,49.86,,1997,4
1997-04-20,18.98,57.29,,1997,4
1997-04-21,18.98,66.04,,1997,4
1997-04-22,20.0,62.45,,1997,4
1997-04-23,18.18,71.31,,1997,4
1997-04-24,19.24,63.55,,1997,4
1997-04-25,19.89,63.45,,1997,4
1997-04-26,18.17,69.45,,1997,4
1997-04-27,17.91,71.85,,1997,4
1997-04-28,18.15,82.59,,1997,4
1997-04-29,19.68,78.9,,1997,4
1997-04-30,20.82,75.88,,1997,4
1997-05-01,21.0,74.06,,1997,5
1997-05-02,20.93,71.39,,1997,5
1997-05-03,20.5,74.52,,1997,5
1997-05-04,20.11,73.34,,1997,5
1997-05-05,20.99,64.54,,1997,5
1997-05-06,20.1,82.13,,1997,5
1997-05-07,18.07,84.36,,1997,5
1997-05-08,19.98,67.94,,1997,5
1997-05-09,19.8,71.59,,1997,5
1997-05-10,19.62,78.8,,1997,5
1997-05-11,20.14,70.75,,1997,5
1997-05-12,19.92,67.62,,1997,5
1997-05-13,20.77,78.31,,1997,5
1997-05-14,21.68,78.41,,1997,5
1997-05-15,22.51,72.4,,1997,5
1997-05-16,22.56,69.08,,1997,5
1997-05-17,22.18,71.86,,1997,5
1997-05-18,21.4,76.94,,1997,5
1997-05-19,18.34,87.95,,1997,5
1997-05-20,20.55,78.44,,1997,5
1997-05-21,21.02,83.03,,1997,5
1997-05-22,20.9,82.13,,1997,5
1997-05-23,20.01,89.03,,1997,5
1997-05-24,20.42,84.56,,1997,5
1997-05-25,19.43,88.5,,1997,5
1997-05-26,19.32,73.44,,1997,5
1997-05-27,19.61,85.74,,1997,5
1997-05-28,21.38,78.82,,1997,5
1997-05-29,20.7,82.85,,1997,5
1997-05-30,20.68,84.81,,1997,5
1997-05-31,20.69,84.74,,1997,5
1997-06-01,21.15,85.1,,1997,6
1997-06-02,21.16,87.98,,1997,6
1997-06-03,20.77,89.33,,1997,6
1997-06-04,21.34,85.07,,1997,6
1997-06-05,21.72,84.77,,1997,6
1997-06-06,21.84,86.9,,1997,6
1997-06-07,22.57,86.35,,1997,6
1997-06-08,21.38,90.12,,1997,6
1997-06-09,21.48,90.7,,1997,6
1997-06-10,20.72,90.93,,1997,6
1997-06-11,20.59,86.86,,1997,6
1997-06-12,20.99,87.95,,1997,6
1997-06-13,20.97,87.79,,1997,6
1997-06-14,21.61,87.22,,1997,6
1997-06-15,21.75,89.96,,1997,6
1997-06-16,22.53,88.61,,1997,6
1997-06-17,21.79,92.19,,1997,6
1997-06-18,21.45,87.97,,1997,6
1997-06-19,22.04,82.95,,1997,6
1997-06-20,22.49,85.78,,1997,6
1997-06-21,22.05,90.13,,1997,6
1997-06-22,21.79,87.77,,1997,6
1997-06-23,23.33,82.64,,1997,6
1997-06-24,23.68,82.81,,1997,6
1997-06-25,23.56,85.81,,1997,6
1997-06-26,23.18,86.16,,1997,6
1997-06-27,22.06,94.87,,1997,6
1997-06-28,21.65,91.84,,1997,6
1997-06-29,22.13,92.11,,1997,6
1997-06-30,23.11,91.4,,1997,6
1997-07-01,22.74,93.91,,1997,7
1997-07-02,22.67,90.71,,1997,7
1997-07-03,21.99,90.2,,1997,7
1997-07-04,22.78,90.81,,1997,7
1997-07-05,22.66,92.4,,1997,7
1997-07-06,22.85,93.1,,1997,7
1997-07-07,22.1,94.48,,1997,7
1997-07-08,22.57,94.38,,1997,7
1997-07-09,22.27,94.33,,1997,7
1997-07-10,20.59,95.21,,1997,7
1997-07-11,21.32,93.99,,1997,7
1997-07-12,22.23,94.33,,1997,7
1997-07-13,21.84,93.58,,1997,7
1997-07-14,22.69,91.71,,1997,7
1997-07-15,22.35,93.64,,1997,7
1997-07-16,23.52,87.84,,1997,7
1997-07-17,23.32,88.69,,1997,7
1997-07-18,22.65,89.46,,1997,7
1997-07-19,22.06,89.07,,1997,7
1997-07-20,21.68,90.88,,1997,7
1997-07-21,21.47,91.46,,1997,7
1997-07-22,22.42,87.4,,1997,7
1997-07-23,22.99,83.31,,1997,7
1997-07-24,23.28,84.23,,1997,7
1997-07-25,22.32,94.65,,1997,7
1997-07-26,22.35,93.32,,1997,7
1997-07-27,23.28,89.67,,1997,7
1997-07-28,24.14,87.0,,1997,7
1997-07-29,23.14,90.79,,1997,7
1997-07-30,23.24,90.43,,1997,7
1997-07-31,22.76,91.93,,1997,7
1997-08-01,23.03,90.27,,1997,8
1997-08-02,22.84,93.43,,1997,8
1997-08-03,23.23,89.77,,1997,8
1997-08-04,23.84,88.41,,1997,8
1997-08-05,22.27,90.65,,1997,8
1997-08-06,21.56,92.17,,1997,8
1997-08-07,22.47,90.81,,1997,8
1997-08-08,22.74,91.88,,1997,8
1997-08-09,22.15,93.29,,1997,8
1997-08-10,21.6,92.39,,1997,8
1997-08-11,21.56,95.83,,1997,8
1997-08-12,21.67,91.84,,1997,8
1997-08-13,20.92,94.73,,1997,8
1997-08-14,21.05,92.11,,1997,8
1997-08-15,22.08,93.08,,1997,8
1997-08-16,22.3,91.91,,1997,8
1997-08-17,22.41,91.18,,1997,8
1997-08-18,22.79,89.87,,1997,8
1997-08-19,22.18,88.67,,1997,8
1997-08-20,20.86,90.81,,1997,8
1997-08-21,21.1,92.48,,1997,8
1997-08-22,20.84,92.59,,1997,8
1997-08-23,21.91,88.75,,1997,8
1997-08-24,22.85,84.72,,1997,8
1997-08-25,22.38,87.98,,1997,8
1997-08-26,21.4,91.52,,1997,8
1997-08-27,23.24,86.22,,1997,8
1997-08-28,23.05,89.03,,1997,8
1997-08-29,21.11,96.06,,1997,8
1997-08-30,20.87,93.89,,1997,8
1997-08-31,20.44,95.98,,1997,8
1997-09-01,20.66,92.6,,1997,9
1997-09-02,21.97,91.88,,1997,9
1997-09-03,22.06,94.79,,1997,9
1997-09-04,21.78,94.08,,1997,9
1997-09-05,21.35,97.84,,1997,9
1997-09-06,20.68,94.95,,1997,9
1997-09-07,22.14,89.42,,1997,9
1997-09-08,21.73,88.5,,1997,9
1997-09-09,21.31,88.82,,1997,9
1997-09-10,20.98,89.22,,1997,9
1997-09-11,20.2,93.78,,1997,9
1997-09-12,20.38,96.54,,1997,9
1997-09-13,20.82,92.77,,1997,9
1997-09-14,20.93,93.63,,1997,9
1997-09-15,20.72,94.38,,1997,9
1997-09-16,20.64,96.92,,1997,9
1997-09-17,19.95,92.36,,1997,9
1997-09-18,20.37,91.81,,1997,9
1997-09-19,21.03,94.61,,1997,9
1997-09-20,20.56,90.58,,1997,9
1997-09-21,21.27,82.54,,1997,9
1997-09-22,20.57,91.62,,1997,9
1997-09-23,20.46,95.57,,1997,9
1997-09-24,20.46,90.6,,1997,9
1997-09-25,20.34,90.99,,1997,9
1997-09-26,19.5,93.99,,1997,9
1997-09-27,15.85,95.59,,1997,9
1997-09-28,17.94,88.28,,1997,9
1997-09-29,18.81,91.54,,1997,9
1997-09-30,18.68,93.08,,1997,9
1997-10-01,18.11,82.72,,1997,10
1997-10-02,18.3,82.05,,1997,10
1997-10-03,18.33,83.92,,1997,10
1997-10-04,18.99,80.9,,1997,10
1997-10-05,19.79,73.85,,1997,10
1997-10-06,19.33,82.6,,1997,10
1997-10-07,19.48,86.02,,1997,10
1997-10-08,19.28,90.11,,1997,10
1997-10-09,19.53,88.97,,1997,10
1997-10-10,18.1,88.51,,1997,10
1997-10-11,18.02,78.67,,1997,10
1997-10-12,17.27,83.02,,1997,10
1997-10-13,17.66,83.87,,1997,10
1997-10-14,17.42,84.72,,1997,10
1997-10-15,17.02,84.66,,1997,10
1997-10-16,18.06,81.05,,1997,10
1997-10-17,18.1,80.85,,1997,10
1997-10-18,18.06,76.32,,1997,10
1997-10-19,17.13,76.25,,1997,10
1997-10-20,17.8,77.19,,1997,10
1997-10-21,17.09,83.4,,1997,10
1997-10-22,17.3,84.47,,1997,10
1997-10-23,17.55,83.46,,1997,10
1997-10-24,17.28,85.04,,1997,10
1997-10-25,17.07,79.72,,1997,10
1997-10-26,15.92,74.91,,1997,10
1997-10-27,16.29,69.44,,1997,10
1997-10-28,15.56,76.26,,1997,10
1997-10-29,16.16,78.89,,1997,10
1997-10-30,16.13,84.73,,1997,10
1997-10-31,16.42,85.64,,1997,10
1997-11-01,16.56,86.26,,1997,11
1997-11-02,16.09,81.7,,1997,11
1997-11-03,14.83,87.56,,1997,11
1997-11-04,15.88,87.78,,1997,11
1997-11-05,17.98,82.1,,1997,11
1997-11-06,17.44,86.36,,1997,11
1997-11-07,17.66,79.64,,1997,11
1997-11-08,17.02,83.64,,1997,11
1997-11-09,15.58,83.8,,1997,11
1997-11-10,15.05,88.26,,1997,11
1997-11-11,15.17,90.95,,1997,11
1997-11-12,15.41,85.17,,1997,11
1997-11-13,14.85,84.84,,1997,11
1997-11-14,14.57,82.63,,1997,11
1997-11-15,13.78,84.55,,1997,11
1997-11-16,13.59,84.17,,1997,11
1997-11-17,13.83,83.56,,1997,11
1997-11-18,14.31,79.25,,1997,11
1997-11-19,14.61,81.67,,1997,11
1997-11-20,14.34,86.61,,1997,11
1997-11-21,14.71,84.36,,1997,11
1997-11-22,13.68,79.79,,1997,11
1997-11-23,13.13,81.49,,1997,11
1997-11-24,12.88,88.55,,1997,11
1997-11-25,14.03,87.75,,1997,11
1997-11-26,14.13,87.78,,1997,11
1997-11-27,13.84,88.22,,1997,11
1997-11-28,12.69,85.17,,1997,11
1997-11-29,12.84,82.2,,1997,11
1997-11-30,13.38,79.74,,1997,11
1997-12-01,14.58,75.92,,1997,12
1997-12-02,13.89,78.04,,1997,12
1997-12-03,12.11,81.0,,1997,12
1997-12-04,13.16,74.79,,1997,12
1997-12-05,12.73,83.69,,1997,12
1997-12-06,11.57,81.19,,1997,12
1997-12-07,12.37,76.79,,1997,12
1997-12-08,12.58,79.87,,1997,12
1997-12-09,12.03,82.0,,1997,12
1997-12-10,11.5,91.8,,1997,12
1997-12-11,11.67,87.18,,1997,12
1997-12-12,11.59,86.38,,1997,12
1997-12-13,11.44,82.56,,1997,12
1997-12-14,10.93,92.47,,1997,12
1997-12-15,11.83,84.35,,1997,12
1997-12-16,10.99,83.5,,1997,12
1997-12-17,10.83,79.35,,1997,12
1997-12-18,10.53,81.9,,1997,12
1997-12-19,10.76,74.74,,1997,12
1997-12-20,10.39,79.66,,1997,12
1997-12-21,9.31,84.15,,1997,12
1997-12-22,8.58,76.66,,1997,12
1997-12-23,10.14,68.24,,1997,12
1997-12-24,9.27,80.1,,1997,12
1997-12-25,8.28,81.42,,1997,12
1997-12-26,8.84,70.94,,1997,12
1997-12-27,9.78,69.09,,1997,12
1997-12-28,10.08,70.83,,1997,12
1997-12-29,9.91,70.86,,1997,12
1997-12-30,10.12,71.12,,1997,12
1997-12-31,10.78,75.22,,1997,12
1998-01-01,8.71,79.72,,1998,1
1998-01-02,8.43,78.92,,1998,1
1998-01-03,7.9,75.14,,1998,1
1998-01-04,9.69,59.33,,1998,1
1998-01-05,10.84,57.66,,1998,1
1998-01-06,8.93,73.96,,1998,1
1998-01-07,9.04,72.46,,1998,1
1998-01-08,8.85,74.61,,1998,1
1998-01-09,9.39,75.28,,1998,1
1998-01-10,8.38,76.01,,1998,1
1998-01-11,8.25,78.59,,1998,1
1998-01-12,7.82,75.41,,1998,1
1998-01-13,7.76,73.26,,1998,1
1998-01-14,9.57,79.2,,1998,1
1998-01-15,8.22,76.68,,1998,1
1998-01-16,7.72,70.95,,1998,1
1998-01-17,8.03,76.66,,1998,1
1998-01-18,8.86,75.57,,1998,1
1998-01-19,8.3,68.19,,1998,1
1998-01-20,7.85,50.7,,1998,1
1998-01-21,7.56,71.75,,1998,1
1998-01-22,6.43,76.07,,1998,1
1998-01-23,7.05,77.72,,1998,1
1998-01-24,7.83,74.31,,1998,1
1998-01-25,8.55,67.54,,1998,1
1998-01-26,9.87,59.06,,1998,1
1998-01-27,10.13,64.67,,1998,1
1998-01-28,11.84,65.3,,1998,1
1998-01-29,12.38,67.9,,1998,1
1998-01-30,11.14,77.39,,1998,1
1998-01-31,10.6,80.44,,1998,1
1998-02-01,10.48,81.24,,1998,2
1998-02-02,11.41,78.38,,1998,2
1998-02-03,11.27,72.14,,1998,2
1998-02-04,11.29,76.52,,1998,2
1998-02-05,10.05,60.54,,1998,2
1998-02-06,9.49,52.78,,1998,2
1998-02-07,9.8,61.58,,1998,2
1998-02-08,9.62,63.98,,1998,2
1998-02-09,9.72,62.33,,1998,2
1998-02-10,10.57,62.01,,1998,2
1998-02-11,12.34,55.99,,1998,2
1998-02-12,12.51,54.49,,1998,2
1998-02-13,12.85,54.4,,1998,2
1998-02-14,12.51,59.64,,1998,2
1998-02-15,12.74,59.78,,1998,2
1998-02-16,12.85,58.78,,1998,2
1998-02-17,13.23,71.07,,1998,2
1998-02-18,13.35,77.32,,1998,2
1998-02-19,12.96,75.57,,1998,2
1998-02-20,12.71,55.27,,1998,2
1998-02-21,11.72,50.63,,1998,2
1998-02-22,11.54,51.23,,1998,2
1998-02-23,11.98,67.62,,1998,2
1998-02-24,12.62,64.32,,1998,2
1998-02-25,14.57,67.0,,1998,2
1998-02-26,14.03,86.23,,1998,2
1998-02-27,14.17,79.55,,1998,2
1998-02-28,13.1,51.14,,1998,2
1998-03-01,12.81,52.65,,1998,3
1998-03-02,11.94,48.6,,1998,3
1998-03-03,12.92,51.03,,1998,3
1998-03-04,14.07,53.03,,1998,3
1998-03-05,14.45,53.03,,1998,3
1998-03-06,14.26,64.59,,1998,3
1998-03-07,13.95,82.13,,1998,3
1998-03-08,12.04,54.97,,1998,3
1998-03-09,10.71,43.05,,1998,3
1998-03-10,12.17,39.54,,1998,3
1998-03-11,13.7,42.05,,1998,3
1998-03-12,14.55,44.08,,1998,3
1998-03-13,13.06,71.41,,1998,3
1998-03-14,14.18,82.24,,1998,3
1998-03-15,14.69,62.83,,1998,3
1998-03-16,14.65,44.22,,1998,3
1998-03-17,15.73,43.17,,1998,3
1998-03-18,15.57,49.67,,1998,3
1998-03-19,14.51,68.25,,1998,3
1998-03-20,15.34,55.8,,1998,3
1998-03-21,16.29,51.81,,1998,3
1998-03-22,16.95,63.64,,1998,3
1998-03-23,16.05,88.57,,1998,3
1998-03-24,15.07,91.54,,1998,3
1998-03-25,14.73,82.13,,1998,3
1998-03-26,15.52,71.13,,1998,3
1998-03-27,15.48,68.12,,1998,3
1998-03-28,16.37,64.36,,1998,3
1998-03-29,17.83,60.6,,1998,3
1998-03-30,13.61,79.3,,1998,3
1998-03-31,14.58,77.09,,1998,3
1998-04-01,16.49,65.95,,1998,4
1998-04-02,18.03,53.14,,1998,4
1998-04-03,18.59,49.07,,1998,4
1998-04-04,19.11,47.47,,1998,4
1998-04-05,19.25,56.28,,1998,4
1998-04-06,17.88,81.64,,1998,4
1998-04-07,18.97,75.63,,1998,4
1998-04-08,18.31,78.0,,1998,4
1998-04-09,17.91,88.85,,1998,4
1998-04-10,18.92,88.18,,1998,4
1998-04-11,19.45,83.39,,1998,4
1998-04-12,17.63,74.79,,1998,4
1998-04-13,17.89,57.91,,1998,4
1998-04-14,18.27,64.65,,1998,4
1998-04-15,20.46,56.99,,1998,4
1998-04-16,20.24,58.93,,1998,4
1998-04-17,19.66,65.69,,1998,4
1998-04-18,19.49,65.34,,1998,4
1998-04-19,19.29,69.63,,1998,4
1998-04-20,18.71,74.55,,1998,4
1998-04-21,19.5,86.26,,1998,4
1998-04-22,20.34,92.94,,1998,4
1998-04-23,19.61,83.32,,1998,4
1998-04-24,18.74,79.58,,1998,4
1998-04-25,19.31,73.66,,1998,4
1998-04-26,20.22,76.01,,1998,4
1998-04-27,20.8,77.55,,1998,4
1998-04-28,20.0,85.97,,1998,4
1998-04-29,19.37,85.45,,1998,4
1998-04-30,19.63,86.15,,1998,4
1998-05-01,20.12,82.89,,1998,5
1998-05-02,20.16,79.36,,1998,5
1998-05-03,21.29,71.9,,1998,5
1998-05-04,21.45,78.12,,1998,5
1998-05-05,19.89,85.15,,1998,5
1998-05-06,20.1,78.94,,1998,5
1998-05-07,21.0,77.77,,1998,5
1998-05-08,20.42,87.94,,1998,5
1998-05-09,20.62,86.81,,1998,5
1998-05-10,20.74,80.68,,1998,5
1998-05-11,20.51,76.16,,1998,5
1998-05-12,19.67,71.88,,1998,5
1998-05-13,20.92,64.57,,1998,5
1998-05-14,21.59,65.71,,1998,5
1998-05-15,20.99,73.52,,1998,5
1998-05-16,21.9,70.27,,1998,5
1998-05-17,21.48,75.2,,1998,5
1998-05-18,23.45,68.06,,1998,5
1998-05-19,21.26,79.86,,1998,5
1998-05-20,22.11,79.94,,1998,5
1998-05-21,23.53,84.94,,1998,5
1998-05-22,23.24,87.84,,1998,5
1998-05-23,22.76,87.69,,1998,5
1998-05-24,22.85,87.54,,1998,5
1998-05-25,22.62,84.4,,1998,5
1998-05-26,21.97,84.43,,1998,5
1998-05-27,21.93,85.5,,1998,5
1998-05-28,22.43,88.38,,1998,5
1998-05-29,22.43,88.08,,1998,5
1998-05-30,22.95,88.33,,1998,5
1998-05-31,22.63,90.14,,1998,5
1998-06-01,22.36,89.78,,1998,6
1998-06-02,22.35,88.44,,1998,6
1998-06-03,22.54,88.57,,1998,6
1998-06-04,22.14,89.88,,1998,6
1998-06-05,21.84,90.07,,1998,6
1998-06-06,22.43,89.66,,1998,6
1998-06-07,22.78,89.3,,1998,6
1998-06-08,22.49,91.06,,1998,6
1998-06-09,23.22,90.31,,1998,6
1998-06-10,23.22,88.51,,1998,6
1998-06-11,22.54,88.76,,1998,6
1998-06-12,22.22,92.94,,1998,6
1998-06-13,23.0,86.4,,1998,6
1998-06-14,22.41,88.42,,1998,6
1998-06-15,22.66,89.47,,1998,6
1998-06-16,22.59,91.77,,1998,6
1998-06-17,22.51,90.72,,1998,6
1998-06-18,22.46,92.53,,1998,6
1998-06-19,22.81,91.02,,1998,6
1998-06-20,23.43,89.78,,1998,6
1998-06-21,22.6,94.24,,1998,6
1998-06-22,22.68,92.23,,1998,6
1998-06-23,22.54,93.98,,1998,6
1998-06-24,22.72,91.99,,1998,6
1998-06-25,22.34,94.65,,1998,6
1998-06-26,22.9,91.38,,1998,6
1998-06-27,22.42,95.59,,1998,6
1998-06-28,21.92,95.86,,1998,6
1998-06-29,22.28,93.07,,1998,6
1998-06-30,23.05,87.65,,1998,6
1998-07-01,23.75,86.16,,1998,7
1998-07-02,22.7,92.77,,1998,7
1998-07-03,22.47,95.08,,1998,7
1998-07-04,22.86,93.93,,1998,7
1998-07-05,23.06,92.39,,1998,7
1998-07-06,22.92,92.56,,1998,7
1998-07-07,22.95,92.88,,1998,7
1998-07-08,22.41,93.13,,1998,7
1998-07-09,22.78,90.01,,1998,7
1998-07-10,22.56,93.13,,1998,7
1998-07-11,22.68,94.37,,1998,7
1998-07-12,22.09,96.7,,1998,7
1998-07-13,21.76,95.94,,1998,7
1998-07-14,22.71,91.42,,1998,7
1998-07-15,22.54,92.51,,1998,7
1998-07-16,21.8,94.85,,1998,7
1998-07-17,22.69,92.18,,1998,7
1998-07-18,22.37,94.15,,1998,7
1998-07-19,21.84,92.67,,1998,7
1998-07-20,21.6,95.82,,1998,7
1998-07-21,22.67,94.22,,1998,7
1998-07-22,22.8,93.3,,1998,7
1998-07-23,23.05,94.53,,1998,7
1998-07-24,22.94,93.93,,1998,7
1998-07-25,21.58,94.68,,1998,7
1998-07-26,22.5,93.0,,1998,7
1998-07-27,22.59,90.72,,1998,7
1998-07-28,23.1,91.56,,1998,7
1998-07-29,22.34,93.38,,1998,7
1998-07-30,22.41,92.52,,1998,7
1998-07-31,22.38,92.79,,1998,7
1998-08-01,22.6,94.28,,1998,8
1998-08-02,21.97,95.95,,1998,8
1998-08-03,22.07,96.34,,1998,8
1998-08-04,22.65,92.76,,1998,8
1998-08-05,22.48,92.44,,1998,8
1998-08-06,23.16,89.95,,1998,8
1998-08-07,22.6,92.06,,1998,8
1998-08-08,22.22,95.34,,1998,8
1998-08-09,23.53,87.87,,1998,8
1998-08-10,23.23,91.54,,1998,8
1998-08-11,22.27,94.41,,1998,8
1998-08-12,21.7,94.85,,1998,8
1998-08-13,22.69,93.27,,1998,8
1998-08-14,22.57,93.99,,1998,8
1998-08-15,22.11,94.47,,1998,8
1998-08-16,21.95,96.78,,1998,8
1998-08-17,21.66,96.46,,1998,8
1998-08-18,22.44,93.2,,1998,8
1998-08-19,22.34,93.92,,1998,8
1998-08-20,21.88,94.55,,1998,8
1998-08-21,23.13,88.73,,1998,8
1998-08-22,22.28,92.29,,1998,8
1998-08-23,22.52,93.01,,1998,8
1998-08-24,22.4,94.75,,1998,8
1998-08-25,22.45,93.56,,1998,8
1998-08-26,22.27,92.48,,1998,8
1998-08-27,21.88,94.73,,1998,8
1998-08-28,21.56,95.27,,1998,8
1998-08-29,22.28,94.51,,1998,8
1998-08-30,22.2,95.26,,1998,8
1998-08-31,22.47,96.66,,1998,8
1998-09-01,22.28,95.36,,1998,9
1998-09-02,22.16,96.21,,1998,9
1998-09-03,21.45,96.06,,1998,9
1998-09-04,21.21,96.87,,1998,9
1998-09-05,21.18,97.22,,1998,9
1998-09-06,20.48,92.55,,1998,9
1998-09-07,20.17,84.5,,1998,9
1998-09-08,20.5,82.22,,1998,9
1998-09-09,19.72,91.1,,1998,9
1998-09-10,20.95,88.93,,1998,9
1998-09-11,21.54,88.68,,1998,9
1998-09-12,21.95,86.07,,1998,9
1998-09-13,22.13,87.32,,1998,9
1998-09-14,22.35,87.57,,1998,9
1998-09-15,22.63,85.62,,1998,9
1998-09-16,22.41,85.89,,1998,9
1998-09-17,21.78,89.74,,1998,9
1998-09-18,22.99,82.81,,1998,9
1998-09-19,21.87,91.74,,1998,9
1998-09-20,21.61,89.35,,1998,9
1998-09-21,21.1,89.07,,1998,9
1998-09-22,21.02,89.59,,1998,9
1998-09-23,22.12,86.6,,1998,9
1998-09-24,22.78,88.48,,1998,9
1998-09-25,22.76,89.31,,1998,9
1998-09-26,22.82,87.84,,1998,9
1998-09-27,23.14,84.39,,1998,9
1998-09-28,21.3,89.47,,1998,9
1998-09-29,21.12,86.67,,1998,9
1998-09-30,21.15,83.77,,1998,9
1998-10-01,20.94,81.5,,1998,10
1998-10-02,20.34,82.51,,1998,10
1998-10-03,20.54,80.77,,1998,10
1998-10-04,19.85,87.71,,1998,10
1998-10-05,20.24,81.36,,1998,10
1998-10-06,21.61,75.09,,1998,10
1998-10-07,21.94,74.18,,1998,10
1998-10-08,21.66,75.47,,1998,10
1998-10-09,21.99,76.04,,1998,10
1998-10-10,21.38,83.07,,1998,10
1998-10-11,21.32,87.01,,1998,10
1998-10-12,21.07,85.92,,1998,10
1998-10-13,20.73,86.99,,1998,10
1998-10-14,20.82,87.15,,1998,10
1998-10-15,20.06,89.7,,1998,10
1998-10-16,19.82,91.14,,1998,10
1998-10-17,20.51,88.01,,1998,10
1998-10-18,21.21,94.09,,1998,10
1998-10-19,21.21,94.34,,1998,10
1998-10-20,20.21,95.72,,1998,10
1998-10-21,19.48,95.84,,1998,10
1998-10-22,19.4,88.93,,1998,10
1998-10-23,19.29,86.47,,1998,10
1998-10-24,18.97,81.78,,1998,10
1998-10-25,18.78,79.62,,1998,10
1998-10-26,18.67,85.21,,1998,10
1998-10-27,18.92,85.23,,1998,10
