,,,,,,,,,,,,,,, GOVERNMENT OF MEGHALAYA.,,,,,,,,,,,,,,,,, Area: In Hectares ,,,,,
,,,,,,,,,,,,,"DIRECTORATE OF AGRICULTURE, MEGHALAYA, SHILLONG.",,,,,,,,,,,,,,,,,, Production: In Metric Tonnes ,,,,,,
,STATE: MEGHALAYA,(Provisional),,,,,,,,,"DISTRICT WISE AREA, PRODUCTION & YIELD OF AGRICULTURAL CROPS FOR 2013-2014",,,,,,,,,,,,,,,,,,,,, Yield: In Kg/Hectare. ,,,,,
,,,Ri-Bhoi District ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl ,NAME OF,,,,,East Khasi Hills ,,,West Khasi Hills ,,South west Khasi Hills ,,,,East Jaintia Hills ,,,WestJaintia Hills ,,,East Garo Hills ,,North,Garo Hills ,,,West Garo Hills ,,South West Garo ,,,South Garo Hills ,,,TOTAL MEGHALAYA ,,
No. ,CROPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY 
Sl,NAME OF,,,,,East Khasi Hills ,,,West Khasi Hills ,,South west Khasi Hills ,,,,East Jaintia Hills ,,,WestJaintia Hills ,,,East Garo Hills ,,North,Garo Hills ,,West Garo Hills ,,,,South West Garo ,,South Garo Hills ,,,TOTAL MEGHALAYA ,,
No. ,CROPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY 
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
,RICE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Autumn ,165,570,3455,290,979,3376,60,149,2483,35,81,2314,28,71,2536,82,220,2683,5857,15674,2676,5003,12996,2598,11338,27803,2452,5422,12455,2297,4920,11336,2304,33200,82334,2480
a) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9295,33388,3592,5445,13231,2430,5990,11660,1947,1725,3315,1922,4347,9387,2159,7938,18389,2317,3163,6181,1954,3697,8438,2282,11382,33877,2976,7387,21360,2892,3360,8413,2504,63729,167639,2630
b) ,Winter Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,190,418,2200,135,288,2133,24,54,2250,40,105,2625,23,57,2478,82,198,2415,32,60,1875,88,149,1693,7854,38426,4893,4931,24246,4917,285,405,1421,13684,64406,4707
c) ,Spring Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL RICE ,,9650,34376,3562,5870,14498,2470,6074,11863,1953,1800,3501,1945,4398,9515,2163,8102,18807,2321,9052,21915,2421,8788,21583,2456,30574,100106,3274,17740,58061,3273,8565,20154,2353,110613,314379,2842
2,Wheat ,- ,- ,- ,- ,- ,- ,7,11,1571,- ,- ,- ,- ,- ,- ,- ,- ,- ,15,18,1200,42,61,1452,193,397,2057,207,428,2068,- ,- ,- ,464,915,1972
3,Maize ,2360,7627,3232,3117,10630,3410,4582,8993,1962,2027,3423,1689,521,1195,2294,4246,8087,1905,1181,2360,1998,437,918,2101,4670,11219,2402,2214,5457,2465,1493,2647,1773,26848,62556,2330
,SMALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MILLETS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) ,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Millet ,13,16,1231,73,92,1260,175,221,1263,25,32,1280,- ,- ,- ,158,219,1386,217,185,853,36,30,833,210,158,752,- ,- ,- ,22,37,1682,929,990,1066
b) ,Foxtail,11,14,1273,51,75,1471,43,59,1372,5,7,1400,- ,- ,- ,49,81,1653,163,230,1411,36,47,1306,832,538,647,208,152,731,156,195,1250,1554,1398,900
,Millet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c) ,,- ,- ,- ,46,58,1261,49,60,1224,7,10,1429,- ,- ,- ,- ,- ,- ,51,61,1196,30,34,1133,59,41,695,26,12,462,59,75,1271,327,351,1073
,Pearl Millet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d) ,,- ,- ,- ,50,46,920,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,50,46,920
,Job’s tear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e) ,Other,6,6,1000,41,66,1610,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,47,72,1532
,Millets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL SMALL,,30,36,1200,261,337,1291,267,340,1273,37,49,1324,- ,- ,- ,207,300,1449,431,476,1104,102,111,1088,1101,737,669,234,164,701,237,307,1295,2907,2857,983
,MILLETS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PULSES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60,76,1267,567,2034,3587,57,131,2298,6,14,2333,19,20,1053,103,121,1175,195,228,1169,107,128,1196,791,1014,1282,331,449,1356,102,379,3716,2338,4594,1965
a) ,Pea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b) ,Cow Pea ,14,22,1571,18,66,3667,16,29,1813,3,9,3000,22,23,1045,35,45,1286,124,135,1089,108,96,889,823,1561,1897,149,241,1617,330,341,1033,1642,2568,1564
c) ,Lentil ,- ,- ,- ,78,170,2179,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,17,26,1529,27,48,1778,638,660,1034,449,438,976,35,61,1743,1244,1403,1128
d) ,Tur (Arhar) ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,72,72,1000,48,47,979,582,827,1421,319,458,1436,137,108,788,1158,1512,1306
e) ,Gram ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,315,309,981,412,466,1131,754,836,1109,280,341,1218,71,79,1113,1832,2031,1109
TOTAL,PULSES ,74,98,1324,663,2270,3424,73,160,2192,9,23,2556,41,43,1049,138,166,1203,723,770,1065,702,785,1118,3588,4898,1365,1528,1927,1261,675,968,1434,8214,12108,1474
,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOODGRAINS ,,12114,42137,3478,9911,27735,2798,11003,21367,1942,3873,6996,1806,4960,10753,2168,12693,27360,2156,11402,25539,2240,10071,23458,2329,40126,117357,2925,21923,66037,3012,10970,24076,2195,149046,392815,2636
6,OILSEEDS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,10,1667,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,18,18,1000,13,10,769,18,13,722,23,19,826,- ,- ,- ,78,70,897
a) ,Castor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b) ,Sesamum ,- ,- ,- ,74,117,1581,36,44,1222,6,10,1667,10,9,900,30,26,867,259,252,973,77,78,1013,1089,1114,1023,447,483,1081,214,214,1000,2242,2347,1047
,Rape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c) ,,203,149,734,94,84,894,34,33,971,5,4,800,11,9,818,81,73,901,330,264,800,564,621,1101,5453,5525,1013,2750,2752,1001,287,251,875,9812,9765,995
,&Mustard ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d) ,Soyabean ,250,331,1324,359,468,1304,45,56,1244,5,8,1600,65,110,1692,608,930,1530,95,103,1084,104,120,1154,140,879,6278,90,562,6244,18,40,2222,1779,3607,2028
e) ,Linseed ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,78,44,564,13,8,615,- ,- ,- ,91,52,571
f) ,Sunflower ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,546,1163,2130
g) ,Groundnut ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,950,2659,2799
TOTAL OILSEEDS ,,459,490,1068,527,669,1269,115,133,1157,16,22,1375,86,128,1488,719,1029,1431,702,637,907,758,829,1094,6778,7575,1118,3323,3824,1151,519,505,973,15498,19663,1269
7,Fibre Crops ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,1820,1884,176,869,812,159,3997,5995,255,452,705,265,204,278,232,7342,9674,224
 a) ,Cotton* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 b) ,Jute** ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,47,552,2114,416,4761,2060,4015,42830,1920,1773,19115,1941,519,2699,936,6770,69957,1860
c) ,Mesta** ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,19,119,1127,53,348,1182,2275,13331,1055,1333,8169,1103,905,5543,1102,4585,27510,1080
8,Other Crops ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,- ,- ,- ,- ,- ,- ,12,35,2917,- ,- ,- ,6,5,833,9,12,1333,29,89,3069,20,63,3150,30,130,4333,12,46,3833,12,45,3750,130,425,3269
a) ,Sugarcane ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b) ,Tobacco ,- ,- ,- ,- ,- ,- ,42,70,1667,- ,- ,- ,- ,- ,- ,- ,- ,- ,100,95,950,137,129,942,235,221,940,154,155,1006,129,106,822,797,776,974
GRAND TOTAL ,,12573,42627,3390,10438,28404,2721,11172,21605,1934,3889,7018,1805,5052,10886,2155,13421,28401,2116,14119,28915,2048,12324,30400,2467,57456,187439,3262,28970,98051,3385,13258,33252,2508,184168,520820,2828
,,N.B.: ** Jute & Mesta = In bales of 180 Kgs/each,,,,,,,,,,,,,,* Cotton = In bales of 170 Kgs/each,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monitoring Cum Evaluation Officer ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directorate of Agriculture & Horticulture ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government of Meghalaya ,,,,
,,,,,,,,,,,,,,,GOVERNMENT OF MEGHALAYA.,,,,,,,,,,,,,,,,,, Area: In Hectares ,,,,
,,,,,,,,,,,,,,"DIRECTORATE OF AGRICULTURE, MEGHALAYA, SHILLONG.",,,,,,,,,,,,,,,,,,,Production: In Metric Tonnes ,,,,
,STATE: MEGHALAYA,,(Provisional),,,,,,,,"DISTRICT WISE AREA, PRODUCTION & YIELD OF AGRICULTURAL CROPS FOR 2016-2017",,,,,,,,,,,,,,,,,,,,,, Yield: In Kg/Hectare. ,,,,
,,,Ri-Bhoi District ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl,NAME OF,,,,,East Khasi Hills ,,,West Khasi Hills ,,South west Khasi Hills ,,,,East Jaintia Hills ,,,WestJaintia Hills ,,,East Garo Hills ,,North,Garo Hills ,,West Garo Hills ,,,,South West Garo ,,South Garo Hills ,,,TOTAL MEGHALAYA ,,
No. ,CROPS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY ,Area ,Prodn. ,AY 
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
,RICE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Autumn ,171,611,3573,300,1049,3497,65,169,2600,39,94,2410,30,80,2667,86,244,2837,5870,16900,2879,5015,14013,2794,11358,29633,2609,5436,13729,2526,4940,12296,2489,33310,88818,
a) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666
,Winter ,9313,34384,3692,5455,14238,2610,5999,12401,2067,1731,3762,2173,4357,10137,2327,7953,19604,2465,3137,6756,2129,3705,8967,2420,11404,34608,3035,7405,21875,2954,3375,8957,2654,63834,175689,
b) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752
,Spring ,198,455,2298,144,321,2229,27,61,2259,46,122,2652,25,63,2520,87,217,2494,34,69,2029,93,162,1742,7859,39274,4997,4934,24691,5004,300,450,1500,13747,65885,
c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793
,TOTAL RICE ,9682,35450,3661,5899,15608,2646,6091,12631,2074,1816,3978,2191,4412,10280,2330,8126,20065,2469,9041,23725,2624,8813,23142,2626,30621,103515,3381,17775,60295,3392,8615,21703,2519,110891,330392,2979
2,Wheat ,- ,- ,- ,- ,- ,- ,9,15,1667,- ,- ,- ,- ,- ,- ,- ,- ,- ,16,21,1313,44,68,1545,201,422,2100,219,486,2219,- ,- ,- ,489,1012,2070
3,Maize ,2598,8727,3359,3429,12011,3503,5035,10247,2035,2230,3999,1793,578,1433,2479,4666,9126,1956,1304,2678,2054,481,946,1967,5130,12692,2474,2435,6183,2539,1647,3014,1830,29533,71056,2406
,SMALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MILLETS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) ,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Millet ,15,20,1333,74,102,1378,177,240,1356,26,37,1423,- ,- ,- ,161,231,1435,218,213,977,37,35,946,212,169,797,- ,- ,- ,23,40,1739,943,1087,1153
b) ,Foxtail,13,17,1308,52,80,1538,44,63,1432,5,8,1600,- ,- ,- ,51,87,1706,164,243,1482,37,52,1405,833,553,664,209,160,766,159,208,1308,1567,1471,939
,Millet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c) ,Pearl,- ,- ,- ,47,62,1319,50,64,1280,7,11,1571,- ,- ,- ,- ,- ,- ,52,67,1288,30,35,1167,60,43,717,26,13,500,60,80,1333,332,375,1130
,Millet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d) ,,- ,- ,- ,51,49,961,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,51,49,961
,Job’s tear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e) ,Other,7,8,1143,42,68,1619,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,49,76,1551
,Millets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL SMALL,,35,45,1286,266,361,1357,271,367,1354,38,56,1474,- ,- ,- ,212,318,1500,434,523,1205,104,122,1173,1105,765,692,235,173,736,242,328,1355,2942,3058,1039
,MILLETS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PULSES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63,83,1317,570,2069,3630,59,138,2339,6,15,2500,20,22,1100,105,128,1219,197,240,1218,108,132,1222,793,1063,1340,332,467,1407,105,398,3790,2358,4755,
a) ,Pea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
b) ,Cow Pea ,16,26,1625,21,78,3714,18,33,1833,3,10,3333,23,25,1087,37,51,1378,126,147,1167,109,101,927,825,1596,1935,150,257,1713,333,362,1087,1661,2686,1617
c) ,Lentil ,- ,- ,- ,81,181,2235,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,18,28,1556,29,54,1862,640,707,1105,450,448,996,38,68,1789,1256,1486,1183
,Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d) ,,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,73,76,1041,48,48,1000,591,868,1469,322,469,1457,139,112,806,1173,1573,
,(Arhar) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341
e) ,Gram ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,319,333,1044,417,501,1201,762,897,1177,285,371,1302,73,85,1164,1856,2187,1178
TOTAL,PULSES ,79,109,1380,672,2328,3464,77,171,2221,9,25,2778,43,47,1093,142,179,1261,733,824,1124,711,836,1176,3611,5131,1421,1539,2012,1307,688,1025,1490,8304,12687,1528
,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FOODGRAINS ,12394,44331,3577,10266,30308,2952,11483,23431,2040,4093,8058,1969,5033,11760,2337,13146,29688,2258,11528,27771,2409,10153,25114,2474,40668,122525,3013,22203,69149,3114,11192,26070,2329,152159,418205,2748
6,OILSEEDS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,12,1714,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,21,23,1095,15,12,800,20,15,750,26,24,923,- ,- ,- ,89,86,
a) ,Castor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966
b) ,Sesamum ,- ,- ,- ,76,124,1632,37,46,1243,7,12,1714,12,11,917,32,30,938,262,273,1042,79,89,1127,1097,1268,1156,453,515,1137,217,229,1055,2272,2597,1143
,Rape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c) ,,206,165,801,96,91,948,35,35,1000,6,5,833,12,10,833,82,76,927,332,282,849,567,653,1152,5468,5899,1079,2760,2987,1082,290,293,1010,9854,10496,
,&Mustard ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065
d) ,Soyabean ,260,361,1388,374,516,1380,48,62,1292,6,10,1667,73,130,1781,625,987,1579,99,110,1111,108,131,1213,146,930,6370,94,592,6298,20,45,2250,1853,3874,2091
e) ,Linseed ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,79,47,595,14,9,643,- ,- ,- ,93,56,602
f) ,Sunflower ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,560,1218,2175
g) ,Groundnut ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,992,2796,2819
,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473,538,1137,546,731,1339,120,143,1192,19,27,1421,97,151,1557,739,1093,1479,714,688,964,769,885,1151,6810,8159,1198,3347,4127,1233,527,567,1076,15713,21123,
,OILSEEDS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344
,Fibre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crops ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,1831,2060,191,875,897,174,4020,6512,275,458,830,308,205,306,254,7389,10605,
 a) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cotton* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
 b) ,Jute** ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,50,602,2167,424,4834,2095,4107,44691,1959,1813,19865,1972,531,2813,954,6925,72905,1895
c) ,Mesta** ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,19,121,1146,54,367,1223,2309,13835,1079,1358,8480,1124,920,5752,1125,4660,28555,1103
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crops ,- ,- ,- ,- ,- ,- ,15,44,2933,- ,- ,- ,7,6,857,11,15,1364,33,104,3152,22,70,3182,32,140,4375,13,50,3846,15,57,3800,148,486,
a) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sugarcane ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284
b) ,Tobacco ,- ,- ,- ,- ,- ,- ,44,75,1705,- ,- ,- ,- ,- ,- ,- ,- ,- ,101,98,970,139,136,978,238,235,987,156,163,1045,132,111,841,810,818,1010
GRAND TOTAL ,,12867,44869,3487,10812,31039,2871,11662,23693,2032,4112,8085,1966,5137,11917,2320,13896,30796,2216,14276,31444,2203,12436,32303,2598,58184,196097,3370,29348,102664,3498,13522,35676,2638,187804,552697,2943
N.B.: ** Jute & Mesta = In bales of 180 Kgs/each,,,,,,,,,,,,,* Cotton = In bales of 170 Kgs/each,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monitoring Cum Evaluation Officer ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directorate of Agriculture & Horticulture ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government of Meghalaya.,,,,,
